-3.57268984467977956465e+00 1.83720143251043194189e+00 1.59700496039539049107e+00 1.51318169651028524073e+00 1.48122452043655523804e+00
2.20858994319303305817e+01 2.75139820070819975301e+00 9.52795198647520024532e+00 1.14490819614420557566e+01 7.37201150309061249265e+00
-4.56023332390348556248e+00 -8.30567036587066338457e+01 -6.54148779195440025630e+01 -9.58111015278253656882e+01 -7.19279104741218895738e+01
5.20724195589480000847e-02 -1.21750262120956454399e+01 -9.11311572795706989047e+00 -1.26045356956873140170e+01 -1.08647684236645781820e+01
1.39470959320111600804e+01 8.20862448679083962864e+00 1.16008705902055509734e+01 8.73083548994158830953e+00 8.03185339498094164664e+00
-3.74624931692554280754e+00 1.05278952565371839692e+00 7.70400264070163646850e-01 4.01864438107866563316e-01 8.27856099478060923863e-01
1.83333838782272140651e+01 2.08982738580126295555e+00 7.56024758609901248278e+00 9.49144405434203589002e+00 5.67927070651223721981e+00
-4.91462700332288965560e+00 -5.72755517796195614821e+01 -4.85810774875232634987e+01 -6.88333770664610225115e+01 -5.07708498255914836769e+01
1.06234119549702631683e+01 5.20498333834894660096e+00 7.40956807337281008440e+00 7.16345155975211586152e+00 4.97226315006097373565e+00
-3.14130011815034467047e+00 1.83320875471645225018e+00 1.93402056266834795114e+00 1.91407808898789877003e+00 1.64648234828024031410e+00
1.07474145909059220390e+01 1.13471076317353909687e-01 3.58236950167014512876e+00 4.19277479437841980566e+00 3.20865122707547699888e+00
5.36608255202161850157e+00 1.36039780729059287814e+00 1.20743278415896553035e+00 2.40829860326842202416e+00 2.18160735191814407485e+00
-5.19073015963988680297e-01 -3.19120683460229306871e+01 -2.72201048170701180497e+01 -3.86057383616347830103e+01 -2.44478975816704155871e+01
2.85892068882811253567e+00 2.60824543611285984191e+00 3.20999704478855152627e+00 2.29608540145449238992e+00 2.61889927244487905208e+00
8.30457320678296281782e+00 3.61932659523956742762e-01 -1.44028134091738910596e+00 -3.28019646878537935657e-01 3.98297339562529400094e-01
